Game,Genres/Tags,Companies,Languages,Original Size,Repack Size,URL
DCS World – v2.5.5.41371 Stable + All Modules + Bonus Modules,"Simulation, 3D, Combat aircraft, 1337x, KAT, magnet, .torrent file only, RuTor, Tapochek.net, Filehoster: MultiUpload, JDownloader2, Filehosters: DropArk + NitroFlare, Filehoster: Google Drive, Filehosters: Google Drive + many others, Discussion and (possible) future updates on CS.RIN.RU thread","Genres/Tags: Simulation , 3D , Combat aircraft Companies: Eagle Dynamics, The Fighter Collection Languages: RUS/ENG/MULTI7 Original Size: 252.1 GB Repack Size: from 65.7 GB [Selective Download] Download Mirrors 1337x | KAT – [ magnet ] [ .torrent file only ] RuTor [ magnet ] Tapochek.net Filehoster: MultiUpload (10+ hosters, interchangeable) [Use JDownloader2 ] Filehosters: DropArk + NitroFlare (Uploaded by Vikky793, not compatible with torrent) Filehoster: Google Drive (Uploaded by hermietkreeft) Filehosters: Google Drive + many others (Uploaded by LaRoyal, NOT compatible with other mirrors) Discussion and (possible) future updates on CS.RIN.RU thread Screenshots (Click to enlarge) Repack Features Based on an official standalone (non-Steam) DSC World build v2.5.5.41371 stable with all official modules and languages vedmysh crack applied over Three bonus modules added (MB-339A/PAN v2.0.1, A-4E-C v1.4-beta-5, Aircraft Carrier L61 Juan Carlos I v1.1) Optional DSC World Server 2.5.5.41371 (52.4 GB) added, thanks to Ston3Cold! 100% Lossless & MD5 Perfect: all files are identical to originals after installation (when installed with ALL components) NOTHING ripped, NOTHING re-encoded Selective Download feature: you may skip downloading and installing of optional localizations and PDF manuals Despite that feature, I’d recommend you to install the game with all languages – just in case it will trigger more additional bugs in this already bug-infested game Significantly smaller archive size (compressed from cumulative 252.1 to 65.7~70.1 GB, depending on selected components) Installation takes 2-5 hours (depending on your system and selected components) After-install integrity check so you could make sure that everything installed properly HDD space after installation: up to 252 (!!!) GB Use corresponding BAT-files in game root to change the game language Repack uses XTool library by Razor12911 To activate bonus modules, MOVE the following folders: A-4E-C, L61 & MB-339PAN from game’s “Modsaircraft” folder to “C:UsersYour UsernameSaved GamesDCSModsaircraft” folder. You might run the game once so initial DCS folder would be created At least 3 GB of free RAM (inc. virtual) required for installing this repack Game Description Digital Combat Simulator World (DCS World) 2.5.5 is a free-to-play digital battlefield game. Our dream is to offer the most authentic and realistic simulation of military aircraft, tanks, ground vehicles and ships possible. This free download includes a vast mission area of the Caucasus region and Black Sea that encompasses much of Georgia. It also includes a flyable Russian Sukhoi Su-25T ground attack aircraft and the famous WWII North American TF-51D fighter. Though the base game is free, all modules for it are not and they don’t work without a crack. This was solved by vedmysh, that’s why now you can play the “free” game with all commercial and bonus modules with a total cost of nearly 2000 euros. Included Modules: A-10A A-10C Warthog A-10C Warthog – The Enemy Within 3.0 Campaign A-10C: Advanced Aircraft Training Qualification Campaign A-10C: Basic Flight Training Campaign A-10C: Red Flag Campaign A-10C: Stone Shield Campaign A-10C: Tactical Training Qualification Campaign AJS-37 Viggen AV-8B Night Attack V/STOL Bf 109 K-4 Kurfurst Black Shark 2 Black Shark 2: Republic Campaign C-101 Aviojet Christen Eagle II Combined Arms Combined Arms Frontlines Georgia Campaign F-14 by Heatblur Simulations F-15C F-15C: Aggressors BFM Campaign F-15C: Red Flag Campaign F-15C: The Georgian War Campaign F-16C Viper F-5E Tiger II F-5E: Aggressors Air Combat Maneuver Campaign F-5E: Aggressors Basic Fighter Maneuvers Campaign F-86F Sabre F/A-18C Hornet F/A-18C: Aggressors BFM Campaign Flaming Cliffs 3 Fw 190 A-8 Fw 190 D-9 Dora I-16 JF-17 Thunder L-39 Albatros L-39 Albatros – Kursant Campaign M-2000C M-2000C – Red Flag Campaign by Baltic Dragon Mi-8 MTV2 Magnificent Eight Mi-8MTV2 and Ka-50 Memory of a Hero Campaign Mi-8MTV2: Oilfield Campaign Mi-8MTV2: The Border Campaign MiG-15Bis MiG-19P Farmer MiG-21Bis MiG-29 NEVADA Test and Training Range Map Normandy 1944 Map NS 430 Navigation System P-51D Mustang P-51D Mustang – Operation Charnwood Campaign P-51D Mustang Blue Nosed Bastards of Bodney Campaign P-51D: High Stakes Campaign Persian Gulf Map SA342M Gazelle Spitfire LF Mk IX Spitfire LF Mk.IX The Big Show Campaign Spitfire: Epsom Campaign Su-25 Su-27 Su-27: The Ultimate Argument Campaign Su-33 The Museum Relic Campaign UH-1H Huey UH-1H Huey – Worlds Apart Spring 2025 Campaign UH-1H: Argo Campaign World War II Assets Pack Yak-52 MB-339A/PAN v2.0.1 (Bonus Module) A-4E-C v1.4-beta-5 (Bonus Community Module) Aircraft Carrier L61 Juan Carlos I v1.1 (Bonus Module)","Genres/Tags: Simulation , 3D , Combat aircraft Companies: Eagle Dynamics, The Fighter Collection Languages: RUS/ENG/MULTI7 Original Size: 252.1 GB Repack Size: from 65.7 GB [Selective Download] Download Mirrors 1337x | KAT – [ magnet ] [ .torrent file only ] RuTor [ magnet ] Tapochek.net Filehoster: MultiUpload (10+ hosters, interchangeable) [Use JDownloader2 ] Filehosters: DropArk + NitroFlare (Uploaded by Vikky793, not compatible with torrent) Filehoster: Google Drive (Uploaded by hermietkreeft) Filehosters: Google Drive + many others (Uploaded by LaRoyal, NOT compatible with other mirrors) Discussion and (possible) future updates on CS.RIN.RU thread Screenshots (Click to enlarge) Repack Features Based on an official standalone (non-Steam) DSC World build v2.5.5.41371 stable with all official modules and languages vedmysh crack applied over Three bonus modules added (MB-339A/PAN v2.0.1, A-4E-C v1.4-beta-5, Aircraft Carrier L61 Juan Carlos I v1.1) Optional DSC World Server 2.5.5.41371 (52.4 GB) added, thanks to Ston3Cold! 100% Lossless & MD5 Perfect: all files are identical to originals after installation (when installed with ALL components) NOTHING ripped, NOTHING re-encoded Selective Download feature: you may skip downloading and installing of optional localizations and PDF manuals Despite that feature, I’d recommend you to install the game with all languages – just in case it will trigger more additional bugs in this already bug-infested game Significantly smaller archive size (compressed from cumulative 252.1 to 65.7~70.1 GB, depending on selected components) Installation takes 2-5 hours (depending on your system and selected components) After-install integrity check so you could make sure that everything installed properly HDD space after installation: up to 252 (!!!) GB Use corresponding BAT-files in game root to change the game language Repack uses XTool library by Razor12911 To activate bonus modules, MOVE the following folders: A-4E-C, L61 & MB-339PAN from game’s “Modsaircraft” folder to “C:UsersYour UsernameSaved GamesDCSModsaircraft” folder. You might run the game once so initial DCS folder would be created At least 3 GB of free RAM (inc. virtual) required for installing this repack Game Description Digital Combat Simulator World (DCS World) 2.5.5 is a free-to-play digital battlefield game. Our dream is to offer the most authentic and realistic simulation of military aircraft, tanks, ground vehicles and ships possible. This free download includes a vast mission area of the Caucasus region and Black Sea that encompasses much of Georgia. It also includes a flyable Russian Sukhoi Su-25T ground attack aircraft and the famous WWII North American TF-51D fighter. Though the base game is free, all modules for it are not and they don’t work without a crack. This was solved by vedmysh, that’s why now you can play the “free” game with all commercial and bonus modules with a total cost of nearly 2000 euros. Included Modules: A-10A A-10C Warthog A-10C Warthog – The Enemy Within 3.0 Campaign A-10C: Advanced Aircraft Training Qualification Campaign A-10C: Basic Flight Training Campaign A-10C: Red Flag Campaign A-10C: Stone Shield Campaign A-10C: Tactical Training Qualification Campaign AJS-37 Viggen AV-8B Night Attack V/STOL Bf 109 K-4 Kurfurst Black Shark 2 Black Shark 2: Republic Campaign C-101 Aviojet Christen Eagle II Combined Arms Combined Arms Frontlines Georgia Campaign F-14 by Heatblur Simulations F-15C F-15C: Aggressors BFM Campaign F-15C: Red Flag Campaign F-15C: The Georgian War Campaign F-16C Viper F-5E Tiger II F-5E: Aggressors Air Combat Maneuver Campaign F-5E: Aggressors Basic Fighter Maneuvers Campaign F-86F Sabre F/A-18C Hornet F/A-18C: Aggressors BFM Campaign Flaming Cliffs 3 Fw 190 A-8 Fw 190 D-9 Dora I-16 JF-17 Thunder L-39 Albatros L-39 Albatros – Kursant Campaign M-2000C M-2000C – Red Flag Campaign by Baltic Dragon Mi-8 MTV2 Magnificent Eight Mi-8MTV2 and Ka-50 Memory of a Hero Campaign Mi-8MTV2: Oilfield Campaign Mi-8MTV2: The Border Campaign MiG-15Bis MiG-19P Farmer MiG-21Bis MiG-29 NEVADA Test and Training Range Map Normandy 1944 Map NS 430 Navigation System P-51D Mustang P-51D Mustang – Operation Charnwood Campaign P-51D Mustang Blue Nosed Bastards of Bodney Campaign P-51D: High Stakes Campaign Persian Gulf Map SA342M Gazelle Spitfire LF Mk IX Spitfire LF Mk.IX The Big Show Campaign Spitfire: Epsom Campaign Su-25 Su-27 Su-27: The Ultimate Argument Campaign Su-33 The Museum Relic Campaign UH-1H Huey UH-1H Huey – Worlds Apart Spring 2025 Campaign UH-1H: Argo Campaign World War II Assets Pack Yak-52 MB-339A/PAN v2.0.1 (Bonus Module) A-4E-C v1.4-beta-5 (Bonus Community Module) Aircraft Carrier L61 Juan Carlos I v1.1 (Bonus Module)",252.1 GB,252.1 GB,https://fitgirl-repacks.site/dcs-world
de Blob,"Arcade, Third-person, 3D","Genres/Tags: Arcade , Third-person , 3D Companies: Blue Tongue Entertainment / THQ Nordic Languages: ENG/MULTI12 Original Size: 4.7 GB Repack Size: 2.7 GB","Genres/Tags: Arcade , Third-person , 3D Companies: Blue Tongue Entertainment / THQ Nordic Languages: ENG/MULTI12 Original Size: 4.7 GB Repack Size: 2.7 GB",4.7 GB,4.7 GB,https://fitgirl-repacks.site/de-blob
de Blob 2 – v0.15,"Arcade, Jump and run, Third-person, 3D","Genres/Tags: Arcade , Jump and run , Third-person , 3D Companies: Blue Tongue Entertainment / THQ Nordic Languages: ENG/MULTI8 Original Size: 6.9 GB Repack Size: 5.3 GB","Genres/Tags: Arcade , Jump and run , Third-person , 3D Companies: Blue Tongue Entertainment / THQ Nordic Languages: ENG/MULTI8 Original Size: 6.9 GB Repack Size: 5.3 GB",6.9 GB,6.9 GB,https://fitgirl-repacks.site/de-blob-2
DE-EXIT: Eternal Matters – v1.0.23,"Arcade, Platform adventure, Third-person, 3D","Genres/Tags: Arcade , Platform adventure , Third-person , 3D Companies: SandBloom Studio, HandyGames Languages: RUS/ENG/MULTI11 Original Size: 4.8 GB Repack Size: 2.1 GB","Genres/Tags: Arcade , Platform adventure , Third-person , 3D Companies: SandBloom Studio, HandyGames Languages: RUS/ENG/MULTI11 Original Size: 4.8 GB Repack Size: 2.1 GB",4.8 GB,4.8 GB,https://fitgirl-repacks.site/de-exit-eternal-matters
Dead Age 2 – v1.0.0 + Bonus Content,"RPG, Survival, Side, 3D, Zombies, Turn-based","Genres/Tags: RPG , Survival , Side , 3D , Zombies , Turn-based Companies: Silent Dreams, Headup Games Languages: RUS/ENG/MULTI8 Original Size: 6.5 GB Repack Size: 3.5 GB","Genres/Tags: RPG , Survival , Side , 3D , Zombies , Turn-based Companies: Silent Dreams, Headup Games Languages: RUS/ENG/MULTI8 Original Size: 6.5 GB Repack Size: 3.5 GB",6.5 GB,6.5 GB,https://fitgirl-repacks.site/dead-age-2
Dead by Daylight v1.0.2 Hotfix 2,,,,7.6 GB,7.6 GB,https://fitgirl-repacks.site/dead-by-daylight-v1-0-2-hotfix-2
Dead Cells: Medley of Pain Bundle – v35 + 5 DLCs + 12 Bonus OSTs,"Arcade, Jump and run, Level randomization, Permanent death, Side, 2D, Retro look, Filehoster: DataNodes, IDM, Dead_Cells_–_fitgirl-repacks.site_–_.part1.rar, Dead_Cells_–_fitgirl-repacks.site_–_.part2.rar, Dead_Cells_–_fitgirl-repacks.site_–_.part3.rar, fg-optional-bonus-ost.part1.rar, fg-optional-bonus-ost.part2.rar, Filehoster: FuckingFast, Filehoster: MultiUpload, JDownloader2, Filehoster: OneDrive, 1337x, magnet, .torrent file only, RuTor, Tapochek.net, Discussion and (possible) future updates on CS.RIN.RU thread","Genres/Tags: Arcade , Jump and run , Level randomization , Permanent death , Side , 2D , Retro look Companies: Motion Twin, Evil Empire Languages: RUS/ENG/MULTI13 Original Size: 3 GB Repack Size: from 1.4 GB [Selective Download] Download Mirrors (Direct Links) Filehoster: DataNodes (Speed & Usability) [Use IDM ] Click to show direct links Dead_Cells_–_fitgirl-repacks.site_–_.part1.rar Dead_Cells_–_fitgirl-repacks.site_–_.part2.rar Dead_Cells_–_fitgirl-repacks.site_–_.part3.rar fg-optional-bonus-ost.part1.rar fg-optional-bonus-ost.part2.rar Filehoster: FuckingFast (REALLY Fucking Fast 🙂 ) Click to show direct links Dead_Cells_–_fitgirl-repacks.site_–_.part1.rar Dead_Cells_–_fitgirl-repacks.site_–_.part2.rar Dead_Cells_–_fitgirl-repacks.site_–_.part3.rar fg-optional-bonus-ost.part1.rar fg-optional-bonus-ost.part2.rar Filehoster: MultiUpload (10+ hosters, interchangeable) [Use JDownloader2 ] Filehoster: OneDrive (Uploaded by DyR0 t(-_-t), compatible with torrent mirrors) Download Mirrors (Torrent) 1337x | [ magnet ] [ .torrent file only ] RuTor [ magnet ] Tapochek.net Discussion and (possible) future updates on CS.RIN.RU thread Screenshots (Click to enlarge) Repack Features Based on scene Dead.Cells.The.End.Is.Near-SKIDROW ISO release: sr-deadcellstheendisnear.iso (2,020,925,440 bytes) Game version is v35 (The End Is Near Update); 5 DLCs (Rise of the Giant, The Bad Seed, Fatal Falls, The Queen and the Sea & Return to Castlevania) are included and activated Twelve soundtracks in MP3 format (1.1 GB) added, thanks to NoeRIη! 100% Lossless & MD5 Perfect: all files are identical to originals after installation Bonus OSTs in FLAC format ripped, NOTHING re-encoded Selective Download feature: you can skip downloading and installing of bonus soundtracks (in MP3 format) Significantly smaller archive size (compressed from cumulative 3 GB to 1.4/2.3 GB) Installation takes 5-10 minutes, depending on selected components After-install integrity check so you could make sure that everything installed properly HDD space after installation: up to 3.1 GB (3.9 GB during installation) Language can be changed in game settings At least 2 GB of free RAM (inc. virtual) required for installing this repack Game Description Roguelite? Metroidvania? Roguevania!","Genres/Tags: Arcade , Jump and run , Level randomization , Permanent death , Side , 2D , Retro look Companies: Motion Twin, Evil Empire Languages: RUS/ENG/MULTI13 Original Size: 3 GB Repack Size: from 1.4 GB [Selective Download] Download Mirrors (Direct Links) Filehoster: DataNodes (Speed & Usability) [Use IDM ] Click to show direct links Dead_Cells_–_fitgirl-repacks.site_–_.part1.rar Dead_Cells_–_fitgirl-repacks.site_–_.part2.rar Dead_Cells_–_fitgirl-repacks.site_–_.part3.rar fg-optional-bonus-ost.part1.rar fg-optional-bonus-ost.part2.rar Filehoster: FuckingFast (REALLY Fucking Fast 🙂 ) Click to show direct links Dead_Cells_–_fitgirl-repacks.site_–_.part1.rar Dead_Cells_–_fitgirl-repacks.site_–_.part2.rar Dead_Cells_–_fitgirl-repacks.site_–_.part3.rar fg-optional-bonus-ost.part1.rar fg-optional-bonus-ost.part2.rar Filehoster: MultiUpload (10+ hosters, interchangeable) [Use JDownloader2 ] Filehoster: OneDrive (Uploaded by DyR0 t(-_-t), compatible with torrent mirrors) Download Mirrors (Torrent) 1337x | [ magnet ] [ .torrent file only ] RuTor [ magnet ] Tapochek.net Discussion and (possible) future updates on CS.RIN.RU thread Screenshots (Click to enlarge) Repack Features Based on scene Dead.Cells.The.End.Is.Near-SKIDROW ISO release: sr-deadcellstheendisnear.iso (2,020,925,440 bytes) Game version is v35 (The End Is Near Update); 5 DLCs (Rise of the Giant, The Bad Seed, Fatal Falls, The Queen and the Sea & Return to Castlevania) are included and activated Twelve soundtracks in MP3 format (1.1 GB) added, thanks to NoeRIη! 100% Lossless & MD5 Perfect: all files are identical to originals after installation Bonus OSTs in FLAC format ripped, NOTHING re-encoded Selective Download feature: you can skip downloading and installing of bonus soundtracks (in MP3 format) Significantly smaller archive size (compressed from cumulative 3 GB to 1.4/2.3 GB) Installation takes 5-10 minutes, depending on selected components After-install integrity check so you could make sure that everything installed properly HDD space after installation: up to 3.1 GB (3.9 GB during installation) Language can be changed in game settings At least 2 GB of free RAM (inc. virtual) required for installing this repack Game Description Roguelite? Metroidvania? Roguevania!",3 GB,3 GB,https://fitgirl-repacks.site/dead-cells
Dead Effect,,,"Company: BadFly Interactive Languages: RUS/ENG/MULTI6 Original Size: 2,9 GB Repack Size: 1,05 GB","2,9 GB","2,9 GB",https://fitgirl-repacks.site/dead-effect
Dead Effect 2 – v190401.1357 + 2 DLCs,"Action, First-person, 3D, Horror",,"Genres/Tags: Action , First-person , 3D , Horror Company: BadFly Interactive Languages: RUS/ENG/MULTI4 Original Size: 8.4 GB Repack Size: 4/4.2 GB",8.4 GB,8.4 GB,https://fitgirl-repacks.site/dead-effect-2
Dead Grid – v1.0.31,"Strategy, Tactics, Isometric, 3D, Post-apocalypse, Zombies, Turn-based",,,7.3 GB,7.3 GB,https://fitgirl-repacks.site/dead-grid
Dead in Antares – v1.0.0.17 + DLC (partial),"Managerial, RPG, Survival, 2D, Space science fiction","Genres/Tags: Managerial , RPG , Survival , 2D , Space science fiction Companies: Nacon, Ishtar Games Languages: ENG/FRA Original Size: 4.1 GB Repack Size: 1.4 GB","Genres/Tags: Managerial , RPG , Survival , 2D , Space science fiction Companies: Nacon, Ishtar Games Languages: ENG/FRA Original Size: 4.1 GB Repack Size: 1.4 GB",4.1 GB,4.1 GB,https://fitgirl-repacks.site/dead-in-antares
